incident_info,description,start_dt,quadrant,longitude,latitude,incident_count
 Southbound Blackfoot Trail approaching Ogden Road SE ,Multi-vehicle incident.  Blocking multiple lanes,2025-11-24 04:12:15,SE,-114.04216940518415,51.02702158336823,1
 Southbound Blackfoot Trail approaching Ogden Road SE ,Multi-vehicle incident.     Road is closed southbound,2025-11-24 04:12:15,SE,-114.03310659952773,51.02932983606821,1
 71 Avenue and Blackfoot Trail SE ,Traffic incident.,2025-11-24 03:45:48,SE,-114.05370431646728,50.988304560861856,1
 Edmonton Trail and 27 Avenue NE ,Traffic incident.,2025-11-24 01:27:49,NE,-114.05559823990552,51.0769460582486,1
 Memorial Drive and 52 Street NE ,Two vehicle incident. Blocking multiple lanes,2025-11-24 01:08:09,NE,-113.95569429136448,51.05345863206516,1
 34 Street and 20 Avenue NE ,Traffic incident.,2025-11-24 00:23:08,NE,-113.98555665712622,51.07136832810313,1
 Southbound 5 Street and 12 Avenue SW ,Single vehicle incident. Blocking the right lane,2025-11-23 22:46:34,SW,-114.07414660973892,51.041733759241154,1
 36 Avenue and 32 Avenue NE ,Traffic incident.,2025-11-23 22:38:40,NE,-114.0464347429086,51.08496777117833,1
 Foothills Hospital Drive and Heliport Road NW ,Traffic signals are flashing red.,2025-11-23 22:22:19,NW,-114.12245262602424,51.06583997969953,1
 Symons Valley Road and Kincora Glen Road NW ,Traffic incident.,2025-11-23 22:00:04,NW,-114.13123056857624,51.1652564724072,1
 Southbound 24 Street and 18 Street SE ,Traffic incident.,2025-11-23 17:15:04,SE,-114.00166346048913,50.95647899425827,1
 Harvest Hills Drive and Harvest Hills Line NE ,There is an incident involving a pedestrian- EMS on site.,2025-11-23 09:16:03,NE,-114.0610718031572,51.14398720149791,1
 26 Avenue and Rundlehorn place NE ,Traffic incident.,2025-11-23 09:11:12,NE,-113.94095111417674,51.0761499467339,1
 Stoney Trail and Mcknight Boulevard NE ,Traffic incident.,2025-11-23 09:05:36,NE,-113.92649080823551,51.09637408182263,1
 Northbound Stoney Trail and 16 Avenue NE ,Traffic incident.,2025-11-23 09:05:36,NE,-113.93506819084809,51.06768563846748,1
 Southbound Deerfoot Trail after Southland Drive SE ,Multi-vehicle incident.  Blocking the left lane,2025-11-23 06:09:36,SE,-114.03622208194264,50.9705894473476,1
 10 Avenue and Macleod Trail SE ,Two vehicle incident. Blocking the lane,2025-11-23 06:04:51,SE,-114.05827166528644,51.04318128994998,1
 Saddlelake Vw and Saddlelake Drive NE ,Traffic incident.,2025-11-23 05:46:28,NE,-113.93432624886668,51.130686404015606,1
 Northbound 52 Street and Rundlehorn Drive NE ,Traffic incident. Blocking the right lanes,2025-11-23 03:00:13,NE,-113.95850399876484,51.07167451687124,1
 Airport Trail and 36 Street NE ,Traffic incident.,2025-11-23 02:32:03,NE,-113.98324261794866,51.139867454721866,1
 9 Street and 64 Avenue NE ,Traffic incident. Blocking the right lane,2025-11-23 01:55:10,NE,-114.04182175366272,51.1106539370714,1
 17 Avenue and 84 Street SE ,Traffic incident.,2025-11-23 00:59:38,SE,-113.91205930586868,51.037844219453696,1
 Eastbound Glenmore Trail approaching Deerfoot Trail SE ,Two vehicle incident. Blocking the right lane,2025-11-23 00:30:55,SE,-114.03923874459888,50.994164843061576,1
 Southbound 24 Street and Braeside Drive SW ,Two vehicle incident. Blocking multiple lanes,2025-11-23 00:28:09,SW,-114.11805620587216,50.95418733858922,1
 Mcknight Boulevard and 4 Street NE ,There is an incident involving a pedestrian- EMS on site.,2025-11-22 23:02:32,NE,-114.05443671556164,51.09612040199898,1
 Northbound Deerfoot Trail and Beddington Trail NE ,Multi-vehicle incident. Blocking multiple lanes,2025-11-22 22:46:18,NE,-114.0449520231446,51.122468556579655,1
 Southbound Deerfoot Trail and 17 Avenue SE ,Traffic incident.,2025-11-22 21:30:17,SE,-114.0101336153604,51.03705070877336,1
 Country Hills Boulevard and 60 Street NE ,Traffic incident.,2025-11-22 19:21:50,NE,-113.94692549334847,51.15420901100244,1
 37 Street and 46 Avenue SW ,Traffic incident.,2025-11-22 18:55:02,SW,-114.14116344479685,51.01245897476623,1
 Eastbound Glenmore Trail and 14 Street SW ,Traffic incident. Blocking the right lane,2025-11-22 17:35:50,NW,-114.0969600370936,50.99425202267693,1
 Edmonton Trail and McKnight Boulevard NW ,Traffic incident.,2025-11-22 15:02:19,NW,-114.05406594716308,51.09574498622729,1
 Eastbound 33 Avenue and 22 Street SW ,Traffic incident.,2025-11-22 12:05:14,SW,-114.11434355009952,51.02398658299618,1
 1 Street and 4 Avenue SW ,Traffic incident.,2025-11-22 10:54:55,SW,-114.06523336411654,51.04939958542604,1
 Eastbound 9 Avenue and 3 Street SW ,Traffic incident. Blocking the left lane,2025-11-22 08:52:53,SW,-114.07047853120037,51.04480000085602,1
 Southbound 1 Street and 9 Avenue SW ,There is an incident involving a pedestrian- EMS on site.,2025-11-22 08:19:38,SW,-114.06564938765868,51.04405172064524,1
 88 Avenue and Savanna Street NE ,Traffic incident.,2025-11-22 07:34:32,NE,-113.95245548585176,51.13256735318219,1
 Northbound Falconridge Boulevard and Taracove Estate Drive NE ,Traffic incident. Blocking the right lane,2025-11-22 05:39:25,NE,-113.9467516495926,51.118950401970295,1
 Northbound 52 Street and Madigan Drive NE ,Traffic incident. Blocking the left lane,2025-11-22 04:36:15,NE,-113.95850106837034,51.06218696644258,1
 Southbound Macleod Trail and 99 Avenue SW ,There is an incident involving a pedestrian- EMS Dispatched. Blocking right lane,2025-11-22 04:18:38,SW,-114.07235199025544,50.96100753875125,1
 36 Street and 12 Avenue NE ,Traffic incident. Blocking multiple lanes,2025-11-22 03:39:33,NE,-113.98172876418994,51.06266783118936,1
 Memorial Drive and 16 Street NW ,Traffic incident.,2025-11-22 01:30:39,NW,-114.098166566629,51.04904196811078,1
 Saddletowne Circle and 80 Avenue NE ,Traffic incident.,2025-11-22 00:56:06,NE,-113.9442499137503,51.123686583985226,1
 Westbound Glenmore Trail approaching Blackfoot Trail SE ,Two vehicle incident. Blocking the left shoulder,2025-11-22 00:51:02,SE,-114.04065585279432,50.99433147915606,1
 Silver Springs Boulevard and Silver Springs Drive NW ,Traffic incident.,2025-11-22 00:47:38,NW,-114.18869118706958,51.10618821768965,1
 Temple Drive and 52 Street NE ,Traffic incident.  Blocking the NB right lane,2025-11-22 00:44:47,NE,-113.95850041752767,51.08588783130781,1
 Northbound 14 Street at 13 Avenue SW ,Traffic incident. Blocking the NB lanes,2025-11-22 00:44:22,SW,-114.0947090787283,51.04136758668289,1
 Country Hills Boulevard at Harvest Hills Gate NE ,Traffic incident. Blocking the WB left lane,2025-11-22 00:40:00,NE,-114.04794255785583,51.154264895498365,1
 Edmonton Trail and 16 Avenue NE ,Multi-vehicle incident. Blocking the NB lanes and SB left lane,2025-11-22 00:28:30,NE,-114.05613106463284,51.06724304901888,1
 Southbound Deerfoot Trail at 16 Avenue NE ,Traffic incident. Blocking the right lanes,2025-11-22 00:18:45,NE,-114.02723036787376,51.06687560619866,1
 Southbound Deerfoot Trail after 17 Avenue SE ,Two vehicle incident. Blocking the left lanes,2025-11-22 00:18:28,SE,-113.99793255716642,51.03000505277305,1
 Northbound Deerfoot Trail approaching Stoney Trail NE ,Traffic incident. Blocking the right lane,2025-11-22 00:02:15,NE,-114.00292054582788,51.16474059413415,1
 Westbound Stoney Trail after Shaganappi Trail NW ,Traffic incident. Blocking the left lane,2025-11-21 23:30:45,NW,-114.15072836589536,51.15273074049234,1
 Southbound Blackfoot Trail at Manhattan Road SE ,There is an incident involving a pedestrian- EMS on site. Blocking the right lane,2025-11-21 23:15:03,SE,-114.04881013953178,51.01095723869366,1
 Northbound 52 Street at 16 Avenue NE ,Two vehicle incident. Blocking the left lane,2025-11-21 22:47:30,NE,-113.95829172322942,51.067972394887526,1
 6 Avenue and 11 Street SW ,There is an incident involving a pedestrian- EMS on site. Blocking the NB right lane,2025-11-21 22:43:08,NW,-114.0885067136373,51.04817255392747,1
 Southbound Deerfoot Trail approaching 17 Avenue SE ,Traffic incident. Blocking right lanes,2025-11-21 22:06:16,SE,-114.0101336153604,51.03705070877336,1
 Northbound Deerfoot Trail and Beddington Trail NE ,Traffic incident. Blocking the right lane,2025-11-21 22:01:08,NE,-114.04567207404408,51.12214510096701,1
 34 Avenue and 22 Street SW ,There is an incident involving a pedestrian- EMS Dispatched.,2025-11-21 21:57:46,SW,-114.11439174425853,51.02318168171448,1
 Beddington Boulevard and Centre Street N ,Traffic incident.,2025-11-21 20:47:38,NE,-114.07148266297504,51.1252093176886,1
 90 Avenue and 14 Street SW ,Traffic incident.,2025-11-21 20:23:46,SW,-114.0960059310854,50.97230998076028,1
 Westbound Glenmore Trail and Crowchild Trail SW ,Traffic incident. blocking the left merge lane,2025-11-21 20:21:26,SW,-114.11797498531747,51.00101999967563,1
 Southbound Crowchild Trail and Glenmore Trail SW ,Stalled vehicle. Blocking the right lane,2025-11-21 20:03:40,SW,-114.11797498531747,51.00101999967563,1
 Eastbound Stoney Trail and Shaganappi Trail NW ,Traffic incident. Blocking the right lane,2025-11-21 19:51:36,NW,-114.15074398279236,51.152741957334925,1
 Westbound 32 Avenue and 36 Street NE ,Multi-vehicle incident. Blocking the WB lanes,2025-11-21 19:00:25,NE,-113.98234043979832,51.08156102021867,1
 Westbound Stoney Trail and Shaganappi Trail NW ,Traffic incident. blocking the right lane,2025-11-21 18:12:10,NW,-114.15216687401112,51.15224353099247,1
 Faldale Cl and 68 Street SE ,Traffic incident.,2025-11-21 16:16:29,SE,-113.93514904991498,51.10496998229352,1
 Old Banff Coach Road and Bow Trail SW ,Traffic incident.,2025-11-21 15:29:44,SW,-114.18232050723108,51.05241004400375,1
 Eastbound Glenmore Trail and Barlow Trail SE ,Traffic incident. Blocking the right lane,2025-11-21 13:56:57,SE,-113.98436545936704,50.97952803113458,1
 Northbound 14 Street and 20 Avenue NW ,Traffic incident.,2025-11-21 06:09:36,NW,-114.09473548064264,51.07052904463682,1
 McKnight Blvd and 48 Avenue NW ,Traffic incident.,2025-11-21 03:31:44,NW,-114.08331794348672,51.09731627341211,1
 32 Avenue and 33 Street NW ,Traffic incident.,2025-11-21 02:49:32,NW,-114.1341684703904,51.08142370007353,1
 1 Street and 11 Avenue SE ,There is an incident involving a pedestrian- EMS Dispatched. Blocking the SB left lanes,2025-11-21 02:34:27,SE,-114.06079670160231,51.04230278518006,1
 Eastbound Glenmore Trail after Crowchild Trail SW ,Traffic incident. Blocking the right lane,2025-11-21 01:56:09,SW,-114.12281384635536,51.00131797011575,1
 Symons Valley Py and Sage Hill Ps NW ,Two vehicle incident. Blocking the EB right lanes,2025-11-21 01:50:14,NW,-114.14656188853972,51.16781674309095,1
 Southbound Deerfoot Trail approaching Memorial Drive SE ,Two vehicle incident. Blocking the left lane,2025-11-21 01:04:35,SE,-114.01945557973082,51.05283154525359,1
 Eastbound Memorial Drive approaching Deerfoot Trail NE ,Multi-vehicle incident. Blocking the right lanes,2025-11-21 00:59:02,NE,-114.02348812639303,51.04734734163973,1
 Southbound Chaparral Boulevard south of Stoney Trail SE ,Multi-vehicle incident. Blocking the right lane,2025-11-21 00:40:26,SE,-114.0256388060702,50.890199343070215,1
 Westbound 33 Avenue at Crowchild Trail SW ,Two vehicle incident. Blocking the left lane,2025-11-21 00:39:05,SW,-114.11948606647634,51.024209958093046,1
 Southbound Deerfoot Trail after Memorial Drive SE ,Traffic incident. Blocking the SB on-ramp,2025-11-21 00:34:53,SE,-114.01390006407983,51.045576010212976,1
 34 Street and 20 Avenue NE ,Traffic incident.,2025-11-21 00:10:16,NE,-113.9854973557874,51.07027319631535,1
 Northbound Crowchild Trail at 17 Avenue SW ,Two vehicle incident. Blocking the right lane,2025-11-20 23:49:47,SW,-114.11295997248456,51.03821413129522,1
 90 Avenue east of 52 Street SE ,Traffic incident.,2025-11-20 23:06:03,SE,-113.95612201039911,50.97240106287468,1
 17 Avenue and 14 Street SW ,Two vehicle incident. Blocking the NB right lane,2025-11-20 20:51:09,SW,-114.0947099824307,51.037824188394026,1
 Southbound Crowchild Trail to Eastbound Glenmore Trail ramp ,Two vehicle incident. Blocking the left lane,2025-11-20 18:45:14,SW,-114.11787179987734,50.99982517878411,1
 McKnight Boulevard at 12 Street NE ,Traffic signals work in progress. Proceed with caution,2025-11-20 18:18:41,NW,-114.03349466709965,51.09578954616,1
 Richmond Road and 51 Street SW ,Traffic incident.,2025-11-20 16:56:43,SW,-114.15989614475914,51.01812546772709,1
 17 Avenue and 84 Street SE ,"Traffic signals work in progress.  Police directing traffic, please proceed with caution",2025-11-20 16:36:26,SE,-113.90778987138974,51.03770392517089,1
 Eastbound 16 Avenue and Deerfoot Trail NE ,Traffic incident. Blocking multiple lanes,2025-11-20 16:30:46,NE,-114.0278474206606,51.06637734156227,1
 Flanders Avenue and Crowchild Trail SW ,Traffic incident.,2025-11-20 16:20:05,SW,-114.11882723812838,51.01618311981795,1
 Brisebois Drive and John Laurie Boulevard NW ,Traffic incident.,2025-11-20 16:07:15,NW,-114.12752027711645,51.102946465154936,1
 Eastbound Dalhousie Drive and Dalgetty Hl NW ,There is an incident involving a pedestrian- EMS on site. The eastbound lanes are closed,2025-11-20 15:50:48,NW,-114.15021301200264,51.10334104026264,1
 Dalhousie Drive and Dalgetty Hl NW ,There is an incident involving a pedestrian- EMS on site.,2025-11-20 15:50:48,NW,-114.1501972950512,51.10333782417802,1
 Eastbound Airport Trail onto Southbound 36 Street NE ,Traffic incident.,2025-11-20 15:48:22,NE,-113.98194110140668,51.13911150640378,1
 Southbound Shaganappi Trail north of John Laurie Boulevard NW ,Traffic incident.,2025-11-20 14:42:37,NW,-114.13605484245556,51.11350012374729,1
 Westbound 17 Avenue and Gateway Drive SW ,Traffic incident.,2025-11-20 14:37:22,SW,-114.15658643162476,51.03792568504875,1
 Southbound Deerfoot Trail approaching Glenmore Trail SE ,Traffic incident.  Blocking the right lane,2025-11-20 14:24:46,SE,-114.03330892182731,50.99873539471084,1
 Everridge Cm and Eversyde Avenue SW ,Traffic incident.,2025-11-20 14:15:35,SW,-114.1219146882642,50.908072579635885,1
 Prestwick Mt and Prestwick Ci SE ,Traffic incident.,2025-11-20 14:11:28,SE,-113.96506770688956,50.91758967485049,1
 Westbound 10 Avenue and Macleod Trail SE ,There is an incident involving a pedestrian- EMS on site.,2025-11-20 13:44:13,SE,-114.05869293175566,51.04319833945944,1
 26 Avenue and 36 Street NE ,There is an incident involving a pedestrian- EMS on site.,2025-11-20 04:35:29,NE,-113.9831859428374,51.07792697701365,1
 Eastbound Country Hills Blvd after Beddington Trail NW ,Multi-vehicle incident. Blocking the right lane,2025-11-20 04:10:42,NW,-114.08739196848704,51.144936338724094,1
 17 Avenue and Belvedere Boulevard SE ,Traffic incident.,2025-11-20 03:39:54,SE,-113.90210006684728,51.03788808217987,1
 84 Street and 17 Avenue SE ,Traffic incident.,2025-11-20 02:05:59,SE,-113.91205930586868,51.037844219453696,1
 Centre Street and 3 Avenue SE ,Traffic incident.,2025-11-20 01:40:15,SE,-114.06268464180155,51.05028260258671,1
 32 Avenue and 36 Avenue NE ,Traffic incident.,2025-11-20 01:13:44,NE,-114.0464347429086,51.08496777117833,1
 Southbound Barlow Trail and 7 Avenue NE ,Traffic incident. Blocking the right lanes,2025-11-20 00:51:13,NE,-114.00179464148262,51.05856706148604,1
 Southbound 14 Street at John Laurie Boulevard NW ,Traffic incident. Blocking the left turn lane,2025-11-20 00:39:02,NW,-114.09481705496994,51.09012846119981,1
 Eastbound Stoney Trail at Shaganappi Trail NW ,Two vehicle incident.  Blocking the right lane,2025-11-20 00:35:47,NW,-114.1286238737122,51.15268719551341,1
 Eastbound Stoney Trail at Shaganappi Trail NW ,Two vehicle incident. Blocking the left lane,2025-11-20 00:35:47,NW,-114.13063141144832,51.15242049765781,1
 Peigan Trail and 36 Street SE ,Traffic incident.,2025-11-20 00:07:48,SE,-113.9771502740164,51.01495567311565,1
 Northbound 85 Street after Bow Trail SW ,Multi-vehicle incident. Blocking the right lane,2025-11-19 23:59:06,SW,-114.21092040386304,51.05451551504683,1
 Barlow Trail and Pegasus Road NE ,Multi-vehicle incident. Blocking the right lane,2025-11-19 22:58:44,NE,-114.0015165640139,51.09619931745822,1
 Westbound Glenmore Trail and Macleod Trail SW ,Two vehicle incident. Blocking the left lane,2025-11-19 22:54:36,SW,-114.06785425808496,50.99429493626407,1
 Westbound Glenmore Trail and Macleod Trail SW ,Two vehicle incident.  Blocking the left lanes,2025-11-19 22:54:36,SW,-114.07096311573484,50.994290032858665,1
 Southbound Crowchild Trail and 24 Avenue NW ,Stalled vehicle. Blocking the left lane,2025-11-19 22:34:07,NW,-114.11831019240844,51.07379662304563,1
 Heritage Drive North of Flint Road SE ,There is an incident involving a pedestrian- EMS on site.,2025-11-19 20:04:05,SE,-114.0683841574114,50.98080620631725,1
 Southbound Deerfoot Trail and Glenmore Trail SE ,Traffic incident. Blocking the right lane,2025-11-19 19:34:11,SE,-114.0350615065406,50.99416805912768,1
 29 Street and 13 Avenue NW ,Traffic incident.,2025-11-19 19:33:28,NW,-114.13054516850114,51.06455297615432,1
 13 Avenue and Marlyn way NE ,Traffic incident.,2025-11-19 18:29:01,NE,-113.97686471608957,51.06411584042149,1
 32 Avenue and Rundlehorn Drive NE ,"Traffic signals are blank. Power outage in the area, please proceed with caution.",2025-11-19 18:17:45,NE,-113.9410231233017,51.08158190845033,1
 33 Av and 51 Street SW ,There is an incident involving a pedestrian- EMS on site.,2025-11-19 17:39:58,SW,-114.16099086998426,51.02388524352147,1
 Corner Glen Ci and corner meadows villas NE ,Traffic incident.,2025-11-19 16:43:57,NE,-113.9365766772372,51.15316187707364,1
 44 Avenue west of 52 Street NE ,Traffic incident.,2025-11-19 16:08:37,NE,-113.95969368923228,51.09144206454642,1
 Macleod Trail and 99 Avenue SW ,"Traffic signals work in progress. Police directing traffic, please proceed with caution",2025-11-19 15:52:45,SW,-114.07235199025544,50.96100753875125,1
 Scenic Acres Parade and Scenic Cove Drive NW ,There is an incident involving a pedestrian- EMS on site.,2025-11-19 15:32:40,NW,-114.21088411846408,51.12098599286503,1
